frame_0,Model_Inference,0.145126,fp32,592
frame_5,Model_Inference,0.131048,fp32,593
frame_10,Model_Inference,0.130541,fp32,597
frame_15,Model_Inference,0.127823,fp32,593
frame_20,Model_Inference,0.133248,fp32,622
frame_25,Model_Inference,0.141626,fp32,570
frame_30,Model_Inference,0.132487,fp32,565
frame_35,Model_Inference,0.134197,fp32,565
frame_40,Model_Inference,0.124518,fp32,561
frame_45,Model_Inference,0.148770,fp32,573
frame_50,Model_Inference,0.169812,fp32,578
frame_55,Model_Inference,0.124357,fp32,577
frame_60,Model_Inference,0.115919,fp32,567
frame_65,Model_Inference,0.132649,fp32,589
frame_70,Model_Inference,0.117057,fp32,613
frame_75,Model_Inference,0.126506,fp32,572
frame_80,Model_Inference,0.130037,fp32,583
frame_85,Model_Inference,0.145067,fp32,621
frame_90,Model_Inference,0.138946,fp32,607
frame_95,Model_Inference,0.138012,fp32,600
frame_100,Model_Inference,0.131770,fp32,565
frame_105,Model_Inference,0.137699,fp32,590
frame_110,Model_Inference,0.135902,fp32,593
frame_115,Model_Inference,0.120349,fp32,597
frame_120,Model_Inference,0.144908,fp32,602
frame_125,Model_Inference,0.136479,fp32,603
frame_130,Model_Inference,0.142152,fp32,601
frame_135,Model_Inference,0.131437,fp32,574
frame_140,Model_Inference,0.135264,fp32,604
frame_145,Model_Inference,0.134022,fp32,592
frame_150,Model_Inference,0.142320,fp32,586
frame_155,Model_Inference,0.144978,fp32,608
frame_160,Model_Inference,0.136561,fp32,605
frame_165,Model_Inference,0.146303,fp32,609
frame_170,Model_Inference,0.135692,fp32,614
frame_175,Model_Inference,0.142837,fp32,613
frame_180,Model_Inference,0.141450,fp32,669
frame_185,Model_Inference,0.136086,fp32,624
frame_190,Model_Inference,0.144117,fp32,632
frame_195,Model_Inference,0.140836,fp32,642
frame_200,Model_Inference,0.144764,fp32,652
frame_205,Model_Inference,0.124384,fp32,618
frame_210,Model_Inference,0.123680,fp32,648
frame_215,Model_Inference,0.143880,fp32,633
frame_220,Model_Inference,0.119118,fp32,649
frame_225,Model_Inference,0.136808,fp32,641
frame_0,Model_Inference,0.151126,fp32,592
frame_5,Model_Inference,0.145181,fp32,593
frame_10,Model_Inference,0.138972,fp32,597
frame_15,Model_Inference,0.162683,fp32,593
frame_20,Model_Inference,0.137354,fp32,622
frame_25,Model_Inference,0.118786,fp32,570
frame_30,Model_Inference,0.134189,fp32,565
frame_35,Model_Inference,0.133495,fp32,565
frame_40,Model_Inference,0.132636,fp32,561
frame_45,Model_Inference,0.157736,fp32,573
frame_50,Model_Inference,0.139877,fp32,578
frame_55,Model_Inference,0.132990,fp32,577
frame_60,Model_Inference,0.128369,fp32,567
frame_65,Model_Inference,0.118494,fp32,589
frame_70,Model_Inference,0.119513,fp32,613
frame_75,Model_Inference,0.143067,fp32,572
frame_80,Model_Inference,0.136285,fp32,583
frame_85,Model_Inference,0.135123,fp32,621
frame_90,Model_Inference,0.139026,fp32,607
frame_95,Model_Inference,0.141560,fp32,600
frame_100,Model_Inference,0.141059,fp32,565
frame_105,Model_Inference,0.134090,fp32,590
frame_110,Model_Inference,0.138058,fp32,593
frame_115,Model_Inference,0.137362,fp32,597
frame_120,Model_Inference,0.131199,fp32,602
frame_125,Model_Inference,0.139239,fp32,603
frame_130,Model_Inference,0.142560,fp32,601
frame_135,Model_Inference,0.146186,fp32,574
frame_140,Model_Inference,0.139656,fp32,604
frame_145,Model_Inference,0.121524,fp32,592
frame_150,Model_Inference,0.134592,fp32,586
frame_155,Model_Inference,0.145623,fp32,608
frame_160,Model_Inference,0.147184,fp32,605
frame_165,Model_Inference,0.139870,fp32,609
frame_170,Model_Inference,0.143949,fp32,614
frame_175,Model_Inference,0.123044,fp32,613
frame_180,Model_Inference,0.132646,fp32,669
frame_185,Model_Inference,0.144167,fp32,624
frame_190,Model_Inference,0.140394,fp32,632
frame_195,Model_Inference,0.139357,fp32,642
frame_200,Model_Inference,0.135557,fp32,652
frame_205,Model_Inference,0.141719,fp32,618
frame_210,Model_Inference,0.146426,fp32,648
frame_215,Model_Inference,0.144136,fp32,633
frame_220,Model_Inference,0.139237,fp32,649
frame_225,Model_Inference,0.129055,fp32,641
frame_230,Model_Inference,0.138142,fp32,615
frame_235,Model_Inference,0.137546,fp32,611
frame_240,Model_Inference,0.137422,fp32,618
frame_245,Model_Inference,0.133424,fp32,643
frame_250,Model_Inference,0.144156,fp32,623
frame_255,Model_Inference,0.135350,fp32,667
frame_260,Model_Inference,0.144247,fp32,657
frame_265,Model_Inference,0.132635,fp32,634
frame_270,Model_Inference,0.145770,fp32,625
frame_275,Model_Inference,0.120940,fp32,623
frame_280,Model_Inference,0.143952,fp32,662
frame_285,Model_Inference,0.141679,fp32,634
frame_290,Model_Inference,0.143274,fp32,635
frame_295,Model_Inference,0.141767,fp32,653
frame_300,Model_Inference,0.145567,fp32,632
frame_305,Model_Inference,0.124615,fp32,637
frame_310,Model_Inference,0.136855,fp32,619
frame_315,Model_Inference,0.146298,fp32,631
frame_320,Model_Inference,0.140264,fp32,635
frame_325,Model_Inference,0.123396,fp32,607
frame_330,Model_Inference,0.136840,fp32,609
frame_335,Model_Inference,0.139340,fp32,617
frame_340,Model_Inference,0.139635,fp32,613
frame_345,Model_Inference,0.122521,fp32,611
frame_350,Model_Inference,0.144992,fp32,577
frame_355,Model_Inference,0.142269,fp32,606
frame_360,Model_Inference,0.141554,fp32,594
